,Unnamed: 0,user,date,content,user_location,tweets,tweet_status
22,22,"{'username': 'miltsee', 'id': 43650518, 'displayname': 'M Douglas Sinclair', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 5, 31, 5, 55, 28, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 37, 'statusesCount': 179, 'favouritesCount': 50, 'listedCount': 0, 'mediaCount': 1, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000055463236/7548758c168a7a19c56e81ccc1669c20_normal.jpeg', 'profileBannerUrl': None, 'label': None}",2019-01-07 23:01:56+00:00,Proudly presenting https://t.co/ynTOfVULGH. Check it out and let me know what you think! #GoDaddy #GoCentral via @GoDaddy,,Proudly presenting http Check it out and let me know what you think! #GoDaddy #GoCentral via @user,"[('Negative', 0.0008577448), ('Neutral', 0.03791244), ('Positive', 0.96122986)]"
23,23,"{'username': 'awillis2', 'id': 17980187, 'displayname': 'Amy Willis Burns', 'description': 'PreK-5 music educator, author, clinician, musician, @Seesaw and #Bookcreatorambassador, but most importantly, mommy.', 'rawDescription': 'PreK-5 music educator, author, clinician, musician, @Seesaw and #Bookcreatorambassador, but most importantly, mommy.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 12, 9, 1, 40, 22, tzinfo=datetime.timezone.utc), 'followersCount': 2810, 'friendsCount': 1965, 'statusesCount': 9014, 'favouritesCount': 7494, 'listedCount': 167, 'mediaCount': 333, 'location': 'New Jersey', 'protected': False, 'linkUrl': 'http://www.amymburns.com', 'linkTcourl': 'https://t.co/j4ZrtP5NQh', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/426729086/AB4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/17980187/1383015219', 'label': None}",2019-01-07 23:01:11+00:00,@CraigKnappMusic @GoDaddy Love it! I would add your book or a link to your book on your site. :),New Jersey,@user @user Love it! I would add your book or a link to your book on your site. :),"[('Negative', 0.0010049066), ('Neutral', 0.013746414), ('Positive', 0.98524857)]"
24,24,"{'username': 'crystal_bowens', 'id': 1053827127198576640, 'displayname': 'Crystal Bowens', 'description': 'Crystal is the founder and owner of CB Strategies & Solutions, LLC.', 'rawDescription': 'Crystal is the founder and owner of CB Strategies & Solutions, LLC.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 10, 21, 1, 55, 41, tzinfo=datetime.timezone.utc), 'followersCount': 20, 'friendsCount': 69, 'statusesCount': 9, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': 'http://cbssconsulting.com', 'linkTcourl': 'https://t.co/pibkrT148G', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1230203437784190978/NzeMGn0r_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1053827127198576640/1540090085', 'label': None}",2019-01-07 23:00:40+00:00,Proudly presenting https://t.co/YABQyHeSoS. Check it out and let me know what you think! #GoDaddy #GoCentral via @GoDaddy,,Proudly presenting http Check it out and let me know what you think! #GoDaddy #GoCentral via @user,"[('Negative', 0.0008577448), ('Neutral', 0.03791244), ('Positive', 0.96122986)]"
25,25,"{'username': 'KenobiCheated', 'id': 1036749588709957633, 'displayname': 'Sith Lord Bitmoji', 'description': 'Those who make peaceful revolution impossible will make violent revolution inevitable. John F. Kennedy', 'rawDescription': 'Those who make peaceful revolution impossible will make violent revolution inevitable. John F. Kennedy', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 9, 3, 22, 55, 38, tzinfo=datetime.timezone.utc), 'followersCount': 46608, 'friendsCount': 36507, 'statusesCount': 132792, 'favouritesCount': 206717, 'listedCount': 63, 'mediaCount': 26001, 'location': 'A galaxy far, far away', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1149169775190388736/_GDotFD-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1036749588709957633/1563332828', 'label': None}",2019-01-07 23:00:12+00:00,@MsLeahCatherine @hullboydan @GoDaddy @GoDaddyHelp Yep. My site is hosted on a competitor.,"A galaxy far, far away",@user @user @user @user Yep. My site is hosted on a competitor.,"[('Negative', 0.1489444), ('Neutral', 0.7612191), ('Positive', 0.08983664)]"
26,26,"{'username': '360Visitas', 'id': 1081325459386834944, 'displayname': 'By One 360', 'description': 'Servicio de Tours Virtuales 360 Para Inmuebles, Negocio, Comercios y Eventos,', 'rawDescription': 'Servicio de Tours Virtuales 360 Para Inmuebles, Negocio, Comercios y Eventos,', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 1, 4, 23, 4, 14, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 9, 'statusesCount': 56, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 0, 'location': 'Marbella, Spain', 'protected': False, 'linkUrl': 'http://www.byone360.com', 'linkTcourl': 'https://t.co/mvtGY7mCfd', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1084240422698958848/d8opHm3A_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1081325459386834944/1546651837', 'label': None}",2019-01-07 22:53:51+00:00,Presentando con orgullo https://t.co/bWZSjdvNOC. ?­Echa un vistazo y dinos lo que opinas! #GoDaddy v??a @GoDaddy,"Marbella, Spain",Presentando con orgullo http ?­Echa un vistazo y dinos lo que opinas! #GoDaddy v??a @user,"[('Negative', 0.06597366), ('Neutral', 0.73281074), ('Positive', 0.20121554)]"
27,27,"{'username': 'GoDaddy', 'id': 14949454, 'displayname': 'GoDaddy', 'description': 'GoDaddy??s here to help you turn your ideas into reality and succeed online.', 'rawDescription': 'GoDaddy??s here to help you turn your ideas into reality and succeed online.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2008, 5, 29, 23, 25, 49, tzinfo=datetime.timezone.utc), 'followersCount': 295399, 'friendsCount': 71867, 'statusesCount': 154722, 'favouritesCount': 26247, 'listedCount': 3844, 'mediaCount': 3629, 'location': '', 'protected': False, 'linkUrl': 'https://social.go.studio', 'linkTcourl': 'https://t.co/FvL4RCkqVT', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/14949454/1664208826', 'label': None}",2019-01-07 22:53:43+00:00,@HighSpiritsBar Cheers on your new website. ???,,@user Cheers on your new website. ???,"[('Negative', 0.0015712557), ('Neutral', 0.053684708), ('Positive', 0.94474393)]"
28,28,"{'username': 'mukavvatnikbin', 'id': 62151299, 'displayname': '??b??', 'description': ""i've played dumb when i knew better"", 'rawDescription': ""i've played dumb when i knew better"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 8, 2, 0, 12, 6, tzinfo=datetime.timezone.utc), 'followersCount': 1428, 'friendsCount': 1015, 'statusesCount': 48066, 'favouritesCount': 111558, 'listedCount': 48, 'mediaCount': 3379, 'location': 'østanbul, T?¬rkiye', 'protected': False, 'linkUrl': 'http://www.cisetta.com', 'linkTcourl': 'https://t.co/Y4fUFpETCg', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1554563346095116291/M4Zq78Sf_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/62151299/1612998139', 'label': None}",2019-01-07 22:39:19+00:00,"Festival, etkinlik, seyahate dair bir ki?isel blog: https://t.co/PjKY4OcJvf: https://t.co/LvalMrXeub // Te?ekk?¬rler @GoDaddy &lt;3","østanbul, T?¬rkiye","Festival, etkinlik, seyahate dair bir ki?isel blog: http http // Te?ekk?¬rler @user &lt;3","[('Negative', 0.0032243717), ('Neutral', 0.25486138), ('Positive', 0.74191433)]"
29,29,"{'username': 'HighSpiritsBar', 'id': 39855346, 'displayname': 'High Spirits Bartending', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 5, 13, 22, 28, 59, tzinfo=datetime.timezone.utc), 'followersCount': 59, 'friendsCount': 107, 'statusesCount': 993, 'favouritesCount': 3, 'listedCount': 0, 'mediaCount': 11, 'location': 'Conyers, GA', 'protected': False, 'linkUrl': 'http://highspiritsbartending.com', 'linkTcourl': 'https://t.co/66SDV82odl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1398947168455626755/iIOs5VBr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/39855346/1622369971', 'label': None}",2019-01-07 22:38:08+00:00,Proudly presenting https://t.co/bzPQ14vHBj. Check it out and let me know what you think! none #GoDaddy #GoCentral via @GoDaddy,"Conyers, GA",Proudly presenting http Check it out and let me know what you think! none #GoDaddy #GoCentral via @user,"[('Negative', 0.000984594), ('Neutral', 0.04821896), ('Positive', 0.9507964)]"
30,30,"{'username': 'IsServiceDownAU', 'id': 866760707542585347, 'displayname': 'Is Service Down? Australia', 'description': 'Realtime status of outages and issues with service providers in Australia. Having problems? Outage in your area? Let us know!', 'rawDescription': 'Realtime status of outages and issues with service providers in Australia. Having problems? Outage in your area? Let us know!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 22, 21, 0, 31, tzinfo=datetime.timezone.utc), 'followersCount': 73, 'friendsCount': 8, 'statusesCount': 141221, 'favouritesCount': 0, 'listedCount': 3, 'mediaCount': 124222, 'location': 'Australia', 'protected': False, 'linkUrl': 'https://aussieservicedown.com', 'linkTcourl': 'https://t.co/Qcnffg3fhR', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040340752457297920/tUWiixrp_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/866760707542585347/1495486984', 'label': None}",2019-01-07 22:35:24+00:00,??? GoDaddy is having issues since 09:00 AM AEST. ???? https://t.co/7Po4QAlaeh RT if you are also having issues #GoDaddyDown https://t.co/WI6zSH6urF,Australia,??? GoDaddy is having issues since 09:00 AM AEST. ???? http RT if you are also having issues #GoDaddyDown http,"[('Negative', 0.84008676), ('Neutral', 0.14857273), ('Positive', 0.0113406135)]"
31,31,"{'username': 'GibteineStorung', 'id': 926508034574168066, 'displayname': 'Gibt es eine St??rung?', 'description': 'Echtzeitstatus von Ausf??llen und Problemen mit Dienstanbietern. Probleme haben? Ausfall in Ihrer N??he? Lass uns wissen!', 'rawDescription': 'Echtzeitstatus von Ausf??llen und Problemen mit Dienstanbietern. Probleme haben? Ausfall in Ihrer N??he? Lass uns wissen!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 11, 3, 17, 55, 3, tzinfo=datetime.timezone.utc), 'followersCount': 200, 'friendsCount': 8, 'statusesCount': 120715, 'favouritesCount': 0, 'listedCount': 2, 'mediaCount': 112951, 'location': 'Germany', 'protected': False, 'linkUrl': 'https://gibteseinestorung.de', 'linkTcourl': 'https://t.co/O2gnr8DEks', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040341106473365504/QxCbK9s8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/926508034574168066/1509732070', 'label': None}",2019-01-07 22:35:12+00:00,?ÿ GoDaddy hat Probleme seit 11:00 nachm. CET. ???? https://t.co/5LpxTKF41r RT hat auch Probleme #GoDaddyDown https://t.co/fvWqHQcMQl,Germany,?ÿ GoDaddy hat Probleme seit 11:00 nachm. CET. ???? http RT hat auch Probleme #GoDaddyDown http,"[('Negative', 0.29779148), ('Neutral', 0.61653066), ('Positive', 0.08567793)]"
32,32,"{'username': 'DarnGoodDomains', 'id': 88568945, 'displayname': 'DarnGoodDomains', 'description': 'Darn Good Domains For Sale . . . DarnGoodDomains.com\n#DomainNameForSale', 'rawDescription': 'Darn Good Domains For Sale . . . https://t.co/88jdSlbQYK\n#DomainNameForSale', 'descriptionUrls': [{'text': 'DarnGoodDomains.com', 'url': 'http://DarnGoodDomains.com', 'tcourl': 'https://t.co/88jdSlbQYK', 'indices': (33, 56)}], 'verified': False, 'created': datetime.datetime(2009, 11, 9, 2, 16, 26, tzinfo=datetime.timezone.utc), 'followersCount': 6931, 'friendsCount': 7329, 'statusesCount': 67470, 'favouritesCount': 3, 'listedCount': 43, 'mediaCount': 61786, 'location': 'San Diego, CA', 'protected': False, 'linkUrl': 'http://DarnGoodDomains.com', 'linkTcourl': 'https://t.co/88jdSlbQYK', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/751142228773310464/f345di6t_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/88568945/1617809073', 'label': None}",2019-01-07 22:34:15+00:00,https://t.co/Tjg5xCJskX . . . #DomainNameForSale . . . https://t.co/wW0E0viMLI . . . Listed on GoDaddy . . . https://t.co/t4s3BKKsda https://t.co/v2ZJHfX7hw,"San Diego, CA",http . . . #DomainNameForSale . . . http . . . Listed on GoDaddy . . . http http,"[('Negative', 0.04769224), ('Neutral', 0.8448487), ('Positive', 0.107459076)]"
33,33,"{'username': 'bennash', 'id': 2066761, 'displayname': 'Ben Nash', 'description': '- thinking big & iterating daily\n- designer, developer, artist, entrepreneur\n- anti-woke\n- anti-malingerer', 'rawDescription': '- thinking big & iterating daily\n- designer, developer, artist, entrepreneur\n- anti-woke\n- anti-malingerer', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2007, 3, 24, 0, 19, 23, tzinfo=datetime.timezone.utc), 'followersCount': 1473, 'friendsCount': 4407, 'statusesCount': 8071, 'favouritesCount': 35944, 'listedCount': 18, 'mediaCount': 614, 'location': 'OH, CA, TX, NV, NC', 'protected': False, 'linkUrl': 'https://www.bennash.com', 'linkTcourl': 'https://t.co/W0uKPl4qgo', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1189674361/ben-d_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2066761/1661254910', 'label': None}",2019-01-07 22:32:31+00:00,@webfaction What's this all about GoDaddy?,"OH, CA, TX, NV, NC",@user What's this all about GoDaddy?,"[('Negative', 0.13794726), ('Neutral', 0.8157499), ('Positive', 0.04630292)]"
34,34,"{'username': 'savvy4me', 'id': 723211967641440256, 'displayname': 'Michael', 'description': 'Taking a break from Twitter.   The opinions expressed here are my own. Does anyone actually read these profiles? Any comments or likes on tweets is just that.', 'rawDescription': 'Taking a break from Twitter.   The opinions expressed here are my own. Does anyone actually read these profiles? Any comments or likes on tweets is just that.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 4, 21, 18, 9, 4, tzinfo=datetime.timezone.utc), 'followersCount': 4877, 'friendsCount': 5311, 'statusesCount': 20900, 'favouritesCount': 32925, 'listedCount': 8, 'mediaCount': 349, 'location': 'Colorado, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1562746004130209792/pjoMgZD4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/723211967641440256/1629969393', 'label': None}",2019-01-07 22:31:31+00:00,@hullboydan @GoDaddy I see no reply from @GoFyourself,"Colorado, USA",@user @user I see no reply from @user,"[('Negative', 0.46628007), ('Neutral', 0.51120245), ('Positive', 0.022517553)]"
35,35,"{'username': 'SillyLilPodcast', 'id': 753279236316639234, 'displayname': 'Ash of House Targaryen ???', 'description': 'I??m on Twitter because I like watching people fight. That is also why I watch UFC and WWE.', 'rawDescription': 'I??m on Twitter because I like watching people fight. That is also why I watch UFC and WWE.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 7, 13, 17, 25, 40, tzinfo=datetime.timezone.utc), 'followersCount': 8701, 'friendsCount': 1046, 'statusesCount': 69690, 'favouritesCount': 140865, 'listedCount': 65, 'mediaCount': 14785, 'location': 'The Internet', 'protected': False, 'linkUrl': 'https://anchor.fm/sillylilpodcast', 'linkTcourl': 'https://t.co/ZWGcmzuYQ2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1564787130223964160/J0TMbyv1_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/753279236316639234/1628052371', 'label': None}",2019-01-07 22:25:35+00:00,@NeoLokie It??s so funny I hadn??t thought of godaddy for years until you and a couple other people mentioned it today ???? those commercials used to be everywhere!,The Internet,@user It??s so funny I hadn??t thought of godaddy for years until you and a couple other people mentioned it today ???? those commercials used to be everywhere!,"[('Negative', 0.063256726), ('Neutral', 0.21054816), ('Positive', 0.72619516)]"
36,36,"{'username': 'AnimalPeopleA', 'id': 58596496, 'displayname': 'Animal People Alliance', 'description': 'Official 501(c)(3) U.S Non-Profit providing care to animals in need and employment to vulnerable people in Asia. Co-founded by Singer/Activist Belinda Carlisle', 'rawDescription': 'Official 501(c)(3) U.S Non-Profit providing care to animals in need and employment to vulnerable people in Asia. Co-founded by Singer/Activist Belinda Carlisle', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 7, 20, 21, 29, 7, tzinfo=datetime.timezone.utc), 'followersCount': 2053, 'friendsCount': 1112, 'statusesCount': 2551, 'favouritesCount': 6294, 'listedCount': 10, 'mediaCount': 1143, 'location': '', 'protected': False, 'linkUrl': 'https://linktr.ee/AnimalPeopleAllianceInc', 'linkTcourl': 'https://t.co/p3cb1x4p0F', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1001725840374153216/9VSRrH7M_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/58596496/1662297201', 'label': None}",2019-01-07 22:24:29+00:00,This @GoDaddy CEO smiling proudly after killing this magnificent animal ???­ #AnimalCruelty - Would you boycott a company who??s senior management / board did this? https://t.co/vCUdRJus9s,,This @user CEO smiling proudly after killing this magnificent animal ???­ #AnimalCruelty - Would you boycott a company who??s senior management / board did this? http,"[('Negative', 0.7654717), ('Neutral', 0.20692812), ('Positive', 0.027600221)]"
